store_key	storename	address	telno	region_name	province_name	city_muni_name	latitude	longitude
730	Washington	Washington St. Nrgy. Pio del Pilar, Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.558	121.01
731	Southwoods Exit	Rosario Complex, San Vicente, San Pedro, Laguna		REGION IV-A (CALABARZON)	LAGUNA	SAN PEDRO	14.3352	121.048
732	Bauang Lu	Central East, Bauang, La Union	0923	REGION I (Ilocos Region)	LA UNION	BAUANG	16.5316	120.332
733	Forest Hill	Forest Hills Subdivision, Novaliches, Quezon City	9212757	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.7162	121.041
734	Sumulong Highway	KM 23, Sumulong Highway, Brgy. Sta. Cruz, Antipolo	5846095	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO	14.6192	121.151
735	West Rembo	Lot 1 Blk 76 Brgy West Rembo, Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5632	121.059
738	Sumulong Highway 2	Sumulong Highway cor B. Solivan Ave, Antipolo City	4914982	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO	14.6294	121.122
741	Earnshaw	J Figueras St cor Palmera St Sampaloc Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6021	120.993
743	Pulong Buhangin	Brgy Pulong Buhangin Sta Maria Bulacan	0932	REGION III (Central Luzon)	BULACAN	SANTA MARIA	14.8659	120.996
745	Antel Spa	7829 Makati Avenue corner Valdez St Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5662	121.029
747	Lyceum Intramuros	465 Muralla corner Real St Intramuros Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	INTRAMUROS	14.5922	120.978
736	F. Tanedo 1	F Tanedo St San Nicolas Tarlac City	0923	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.4959	120.596
737	San Roque Tarlac	Brgy San Roque Tarlac Tarlac City	0925	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.484	120.591
753	F Tanedo 2	F. Tanedo St Tarlac City	0925	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.4875	120.589
694	Pili (Lucky 9)	Pili		REGION V (Bicol Region)	CAMARINES SUR	PILI (Capital)	13.5539	123.275
754	Mines View Plaza	Outlook Drive, Mines View Park, Baguio City	0943	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4194	120.627
756	Paramount	135 West Ave. near Edsa, Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.655	121.03
712	Cardinal	Medical Arts Bldg., Cardinal Santos Medical Ctr.	2637383	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF SAN JUAN	14.5983	121.046
742	Gastambide	621-629 Dormitory Gastambide Sampaloc Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6021	120.991
744	F. Manalo	F Blumentritt cor F Manalo San Juan City	6552245	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF SAN JUAN	14.5956	121.028
750	Mabini Soldado	A Mabini St cor Soldado St Ermita Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	ERMITA	14.5745	120.983
752	Bustos	Brgy. Poblacion Bustos Bulacan	0925	REGION III (Central Luzon)	BULACAN	BUSTOS	14.9548	120.915
755	Sunshine Plaza	Sunshine Boulevard Plaza Quezon Ave, Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.6377	121.028
758	Dalandanan	Brgy Dalandanan Lazaro St McArthur Valenzuela City	0932	NCR - National Capital Region	NCR, THIRD DISTRICT	CITY OF VALENZUELA	14.7078	120.959
722	Alimall 2	Alimall 2	4418336	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.619	121.057
767	Caleb	Address	0943	REGION I (Ilocos Region)	PANGASINAN	DAGUPAN CITY	16.0457	120.359
785	Yacht Club Total	Rizal Highway, Subic Bay Freeport Zone	2502258	REGION III (Central Luzon)	ZAMBALES	SUBIC	14.8242	120.288
759	CDC Clark	Aguinaldo Avenue Quirino St Clark Freeport Zone	4993071	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1774	120.519
627	BSA Tower	No. 108 Legaspi Street Legaspi Village Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5539	121.022
768	Navotas	M Naval St C4 Road Bagumbayan North Navotas City	0933	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.6522	120.95
769	San Fernando 3	Gen Hizon Ave San Fernando Pampanga	0998	REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.0258	120.695
783	Divine Mercy	Marilao Muzon Road brgy Sta Rosa I Marilao Bulacan	0906	REGION III (Central Luzon)	BULACAN	MARILAO	14.779	120.974
789	CALTEX BSU	Caltex Gas Station Bgy Guinhawa Malolos Bulacan	7945962	REGION III (Central Luzon)	BULACAN	CITY OF MALOLOS (Capital)	14.8565	120.813
746	General Luna Baguio	General Luna St Baguio City Benguet	0923	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4149	120.597
757	Naga 3	Panganiban Drive Brgy San Francisco Naga City		REGION V (Bicol Region)	CAMARINES SUR	NAGA CITY	13.6232	123.187
760	Comembo	Gf Unit C Comembo Commercial Complex Makati City	6978414	NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5479	121.063
773	Raon	Quezon Blvd cor Gonzalo Puyat Raon Quiapo Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	QUIAPO	14.6007	120.985
777	P Guevarra	Santolan Road P Guevarra San Juan City	3859052	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF SAN JUAN	14.6046	121.033
780	Pulang Lupa Dos	Naga Road Joseph Ave Pulang Lupa Dos Las Pinas		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.4611	120.986
703	Mckinley Hill 1820	Upper mckinley road mckinley hills taguig city		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5349	121.049
764	CARLUYAN N. U.	MF Jhocson St Sampaloc Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6047	120.995
765	Zobel Roxas	1289 Zobel Roxas Ave Malate Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5744	121.012
770	Manila City Hall	Godino Tower 350 A Villegas St Ermita Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	ERMITA	14.5891	120.982
791	Imus 4	Buhay na Tubig Imus Cavite		REGION IV-A (CALABARZON)	CAVITE	IMUS	14.4068	120.957
795	BF Resort II	Bf Resort Village Las Pinas City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.4381	120.991
799	Dona Aurora (Milan Residences)	16 Plaridel St cor e Jacinto St Quezon City	2638471	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6148	121.01
801	Riverbanks 2	A Bonifacio St Brgy Barangka Marikina City	3859639	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MARIKINA	14.633	121.082
802	Market Avenue	Market Avenue cor MH Del Pilar Pasig City	6420341	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5637	121.085
804	Amorsolo	146 Amorsolo St Legaspi Village Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5524	121.015
806	Villaflor	National Road Poblacion Dagupan City Pangasinan	0922	REGION I (Ilocos Region)	PANGASINAN	DAGUPAN CITY	16.0371	120.347
808	Binmaley	Poblacion Binmaley Pangasinan	0923	REGION I (Ilocos Region)	PANGASINAN	BINMALEY	16.028	120.27
749	Two E-Com Center	Ocean Drive Mall of Asia Complex Pasay City		NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5398	120.981
751	Emar Suites	409 Shaw Boulevard Mandaluyong City	6546489	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MANDALUYONG	14.5896	121.039
762	Supercenter	GF Supercenter Araneta Center Quezon City	0915	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6212	121.055
772	Tanay 2	Ft Catapusan St Plaza Aldea Tanay Rizal	6973426	REGION IV-A (CALABARZON)	RIZAL	TANAY	14.4947	121.29
775	Cabanatuan 4	Maharlika Highway Cabanatuan City	0998		NUEVA ECIJA	CABANATUAN CITY	15.4699	120.955
779	Sta Quiteria (Guilalas Property)	Sta Quiteria Caloocan City	2938577	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.681	121.01
788	SLU Baguio	A Bonifacio Ave Baguio City	4422645	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4195	120.597
778	Expo Cubao	Edsa Cubao Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6184	121.052
781	Kingsville	94 Marcos Highway Mayamot Antipolo City	6546851	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO	14.624	121.118
782	Pritil	1688 J Luna St Barangay 61 Zone 5 Tondo Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	TONDO I / II	14.6162	120.97
784	Teresa	Magsaysay Ave Brgy San Gabriel Teresa Rizal	0943	REGION IV-A (CALABARZON)	RIZAL	TERESA	14.5583	121.211
828	Bay	Brgy Dila Bay Laguna		REGION IV-A (CALABARZON)	LAGUNA	BAY	14.1719	121.292
830	Total Cut-cut	Rizal St cor Friendship Hiway Angeles Pampanga	0932	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1295	120.576
831	Marcos Highway	Marcos Highway Brgy Bakakeng Baguio City	0943	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.401	120.592
651	Total Balanga	National Road Calero St Brgy Ibayo Batangas Bataan	2370030	REGION III (Central Luzon)	BATAAN	CITY OF BALANGA (Capital)	14.6863	120.539
720	El Jardin de Presidente	Sgt Esguerra St Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6379	121.039
807	Urdaneta 3	Mcarthur Highway Urdaneta City Pangasinan	0922	REGION I (Ilocos Region)	PANGASINAN	CITY OF URDANETA	15.9723	120.571
823	Binalonan Crossing	McArthur Highway Binalonan Pangasinan						
838	Mariveles	Lakandula St P Burgos Poblacion Mariveles Bataan	9357538	REGION III (Central Luzon)	BATAAN	MARIVELES	14.4342	120.486
842	Naguillan Poblacion	Naguillan Road cor Rimando St Naguillan La Union	0920	REGION I (Ilocos Region)	LA UNION	NAGUILIAN	16.53	120.393
786	BF Homes 3	Bf Homes Aguirre Ave cor Elizalde Paranaque City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.45	121.018
794	Bagtikan	Bagtikan St San Antonio Village Makati city		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5625	121.011
797	Old Balara	986 Tandang Sora Ave Brgy Old Balara Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.664	121.069
805	East Avenue	NCPH Bldg Eastv Ave cor EDSA Pinyahan Quezon City	4359364	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6332	121.045
817	Malinta 3	6 Gov Santiago St Malinta Valenzuela City	0942	NCR - National Capital Region	NCR, THIRD DISTRICT	CITY OF VALENZUELA	14.6927	120.964
818	Lucban 2	Brgy Tinamnam Lucban Quezon		REGION IV-A (CALABARZON)	QUEZON	LUCBAN	14.1116	121.561
836	Torre Venecia	Timog Avenue cor Scout Santiago St Quezon City	3814091	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.636	121.029
776	CBD Hotel (Naga Terminal)	Gf Cbd II Hotel Brgy Triangulo Naga City		REGION V (Bicol Region)	CAMARINES SUR	NAGA CITY	13.6193	123.189
790	Sta Cruz 2	Sitio Sampaguita Brgy Bubukal Sta Cruz Laguna		REGION IV-A (CALABARZON)	LAGUNA	SANTA CRUZ (Capital)	14.2618	121.404
813	Caltex Binan	A Mabini Road Bgry San Antonio Binan Laguna		REGION IV-A (CALABARZON)	LAGUNA	BI?AN	14.3349	121.088
814	Lian Batangas	JP Rizal St cor Kapitan Isko St Lian Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIAN	14.0394	120.652
824	St Aquinas Sto Tomas	Sto Tomas Batangas		REGION IV-A (CALABARZON)	BATANGAS	SANTO TOMAS	14.1081	121.141
825	Lucena 3	Quezon Avenue Lucena City		REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY (Capital)	13.947	121.586
827	Tagaytay City Market	Sta Rosa Road Brgy San Francisco Tagaytay City		REGION IV-A (CALABARZON)	CAVITE	TAGAYTAY CITY	14.1271	120.981
837	Tiaong Stopover	Tagpuan sa Villa Escudero Brgy Lalig Tiaong Quezon		REGION IV-A (CALABARZON)	QUEZON	TIAONG	13.9824	121.327
843	Mayapa 2	Mayapa Road Brgy Mayapa Calamba Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.2115	121.124
810	Macabebe	Poblacion Macabebe Pampanga	0923	REGION III (Central Luzon)	PAMPANGA	MACABEBE	14.908	120.716
819	St Luke's 2	St Lukes Medical Bldg E Rodriguez Sr Quezon City	7230101	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6222	121.024
839	Total Tarlac	Mcarthur Highway Tarlac City Tarlac	0923	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.458	120.6
847	Alaminos	Across Nepo Mart Alaminos City Pangasinan	0922	REGION I (Ilocos Region)	PANGASINAN	CITY OF ALAMINOS	16.1548	119.98
849	Caltex San Simon	McArthur Hiway San Simon Exit Pampanga		REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	14.9927	120.774
678	Xevera	Brgy Tabun Mac Arthur Highway Mabalacat Pampanga	0932	REGION III (Central Luzon)	PAMPANGA	MABALACAT	15.2444	120.564
724	The Manila Residences	GF The Manila Residences Taft Ave Malate Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5665	120.994
748	Camp John Hay	Space 4 Baguio Technohub Camp John Hay Baguio	0923	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.3988	120.609
811	Tanauan 3	Pres Laurel Highway cor Molave St Tanauan Batangas		REGION IV-A (CALABARZON)	BATANGAS	CITY OF TANAUAN	14.1656	121.153
822	Palico 2	Palico Imus Cavite		REGION IV-A (CALABARZON)	CAVITE	IMUS	14.4253	120.944
796	San Fernando 4	Abad Santos St Poblacion San Fernando Pampanga	0948	REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.0466	120.692
826	Phoenix	Phoenix Lucena Maharlika Highway Lucena City		REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY (Capital)	13.9593	121.652
841	United Paranaque	Tindalo cor E Services Road Paranaque City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.4738	121.036
874	KIDNEY CENTER	East Ave Quezon City	0932	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6472	121.048
889	Eastern Petroleum	Argonaut Highway cor Rizal Ave SBMA Zambales	2500919	REGION III (Central Luzon)	ZAMBALES	SUBIC	14.8227	120.298
812	Paciano	Paiano Hoghway Brgy Paciano Rizal Calamba Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.2132	121.136
815	Pila Highway	Brgy Labuin Pila Laguna		REGION IV-A (CALABARZON)	LAGUNA	PILA	14.2549	121.395
829	Areza	Natioanl Highway Brgy Canlalay		REGION IV-A (CALABARZON)	LAGUNA	BI?AN	14.3373	121.075
835	Banaue 2	Banawe St Brgy Josefa Quezon City	8613264	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6238	121.008
852	Bucandala	Patindig Araw Alapan Road Bucandala Imus Cavite		REGION IV-A (CALABARZON)	CAVITE	IMUS	14.406	120.925
855	UERM	R Magsaysay Blvd Ext Quezon City	5221704	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.608	121.021
866	Gumaca	Andres Bonifacio St cor JP Rizal St Gumaca Quezon		REGION IV-A (CALABARZON)	QUEZON	GUMACA	14.1333	121.432
872	Total San Pablo	Maharlika Highway San Pablo City Laguna		REGION IV-A (CALABARZON)	LAGUNA	SAN PABLO CITY	14.071	121.303
856	Guimba	Salvador St Bargain St Guimba Nueva Ecija			NUEVA ECIJA	GUIMBA	15.6594	120.769
851	Lopez	Maharlika highway cor San Isidro St Lopez Quezon		REGION IV-A (CALABARZON)	QUEZON	LOPEZ	14.0743	121.324
876	Magalang	Sta Cruz Magalang Pampanga	0933	REGION III (Central Luzon)	PAMPANGA	MAGALANG	15.2136	120.659
894	Macabling	Brgy Macabling Sta Rosa Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.2991	121.099
846	Tanza 3	Filinvest West Brgy Paradahan Tanza Cavite		REGION IV-A (CALABARZON)	CAVITE	TANZA	14.3251	120.86
857	Dita (Margarita)	Brgy Dita Sta Rosa City Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.281	121.123
882	Atimonan	Rizal St cor Quezon St Atimonan Quezon		REGION IV-A (CALABARZON)	QUEZON	ATIMONAN	14.0012	121.92
761	Naga 2	2 Ateneo Ave cor Bagumbayan St Naga City		REGION V (Bicol Region)	CAMARINES SUR	NAGA CITY	13.6295	123.187
821	City Place Binondo	City Place BInondo Sta Elene St Binondo Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	BINONDO	14.6048	120.972
887	San Antonio	San Antonio San Narciso Road Poblacion Zambales	0923	REGION III (Central Luzon)	ZAMBALES	SAN NARCISO	14.9483	120.089
792	Sta Monica	Sta Monica LM Guerrero St Ermita Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	ERMITA	14.5753	120.981
